105 45 1
0	75	73	29	70	42	49	78	33	82	64	67	69	50	78	35	37	61	90	86	67	81	49	35	65	48	69	64	57	44	53	54	58	61	54	46	30	53	44	76	76	64	80	79	96	60	96	49	59	64	75	55	71	99	36	75	51	66	64	88	26	45	73	66	94	45	98	43	89	77	59	87	26	37	78	78	58	69	82	100	77	46	82	38	25	62	31	37	93	84	81	58	25	69	64	30	66	54	41	54	72	75	78	65	46	
87	0	77	48	25	32	64	83	41	29	30	37	80	47	28	61	59	64	58	36	46	88	77	68	76	50	29	100	66	25	90	27	53	62	68	81	76	65	27	34	98	39	51	71	71	34	67	97	52	88	99	44	44	57	86	93	43	82	77	59	45	75	33	40	33	66	25	38	70	57	31	77	53	88	34	98	27	31	62	83	95	44	52	83	62	81	76	76	82	27	42	41	67	74	71	53	42	42	74	37	81	37	28	75	34	
97	61	0	94	26	70	79	62	29	58	64	83	29	58	99	60	50	58	81	40	38	53	96	98	44	30	34	65	37	64	32	88	53	57	49	79	68	91	82	88	78	54	96	71	52	66	59	55	43	31	57	60	47	32	41	85	65	75	90	43	79	45	54	31	59	42	85	62	25	45	75	57	39	98	35	85	96	38	71	29	51	47	63	87	88	80	50	85	73	28	28	36	83	29	64	95	41	40	31	78	78	62	44	79	53	
40	42	58	0	90	99	58	27	64	27	82	69	87	50	42	65	57	55	100	98	89	90	48	36	100	73	60	95	77	86	66	68	37	96	87	36	28	51	33	32	64	26	67	90	64	76	81	78	26	39	75	51	30	35	95	41	53	69	37	27	77	82	79	30	69	95	95	57	63	88	94	70	80	64	62	37	99	68	45	65	78	75	32	66	71	75	62	68	69	58	36	63	80	27	28	64	49	27	43	33	54	66	70	71	96	
83	63	61	74	0	55	62	61	78	65	46	71	46	78	65	96	42	56	70	84	94	76	87	65	42	35	93	44	74	25	96	45	90	46	97	63	34	56	78	58	33	83	32	58	51	47	82	50	50	29	68	61	40	33	99	90	62	52	86	37	37	29	36	60	53	92	57	56	74	48	29	86	93	94	93	83	37	68	27	86	64	90	46	91	69	54	86	64	96	56	69	81	91	50	39	81	79	91	30	78	91	52	31	37	56	
32	76	67	86	91	0	73	93	91	61	33	53	54	77	34	30	35	61	78	43	54	99	72	76	94	52	90	85	57	30	62	61	59	62	81	95	47	36	33	31	98	56	43	98	88	40	34	39	50	68	58	69	57	52	54	70	57	36	75	100	78	55	89	87	85	53	25	61	73	74	74	85	53	52	54	50	77	36	47	75	89	48	35	70	25	94	54	64	51	45	47	88	34	73	28	59	53	36	82	75	25	85	67	46	56	
49	64	79	88	42	60	0	28	30	40	68	88	57	88	47	38	52	95	69	53	60	72	96	55	28	58	70	81	90	34	32	75	88	69	75	99	26	95	39	98	64	46	79	69	88	88	75	80	73	51	65	75	49	91	58	94	46	97	33	56	88	98	50	64	65	87	95	75	43	96	70	34	43	92	39	37	88	70	72	88	76	54	91	75	33	25	76	72	59	68	27	51	89	53	75	68	29	81	46	58	38	31	93	100	70	
27	77	62	68	93	58	77	0	61	45	96	43	97	61	34	98	90	41	25	84	28	97	73	68	35	34	87	63	74	63	65	33	93	75	46	54	54	88	43	34	80	74	40	89	26	33	39	52	84	79	75	69	51	36	47	37	42	76	55	92	69	50	58	78	88	85	89	46	45	37	65	30	100	82	34	37	57	83	41	57	27	95	33	45	61	85	44	41	46	53	40	95	83	71	68	52	93	40	33	85	78	26	81	33	93	
74	51	54	41	50	26	94	84	0	80	88	91	34	51	96	52	51	31	68	84	89	62	87	73	58	51	51	46	94	72	81	36	84	44	71	89	48	71	34	53	35	44	34	40	82	30	59	98	42	40	76	31	89	36	34	86	96	28	29	88	35	85	42	55	70	74	29	99	86	56	27	33	99	90	76	88	43	79	69	41	42	25	59	56	95	26	64	53	90	85	71	50	72	74	73	44	26	100	40	73	67	53	34	59	35	
69	66	61	92	31	52	32	47	88	0	87	98	86	85	88	59	73	77	86	60	39	55	95	60	53	64	42	93	99	35	59	77	46	56	81	27	48	39	86	45	79	56	84	79	68	73	85	25	72	51	60	62	65	49	90	35	55	54	89	29	59	83	47	98	100	100	81	51	85	40	70	66	44	40	68	64	81	71	100	85	67	36	33	64	43	68	50	76	30	89	91	50	36	81	75	55	69	67	62	71	95	71	44	28	72	
