35 15 1
0	46	38	36	68	85	27	65	62	97	81	67	92	72	88	37	41	79	34	31	45	25	56	27	78	96	43	38	49	92	74	36	76	54	54	
62	0	69	89	69	97	67	36	99	56	35	67	44	62	60	98	34	40	49	72	34	74	72	86	43	61	54	40	27	93	57	35	97	56	34	
92	32	0	30	52	44	35	84	59	51	59	86	95	74	41	76	94	44	90	60	63	70	87	82	60	97	73	58	87	77	78	100	97	89	46	
65	64	32	0	68	91	58	80	91	79	85	78	81	26	92	64	60	29	79	62	75	76	40	94	90	92	66	35	59	100	41	58	48	64	91	
58	60	86	52	0	100	36	72	71	25	25	83	80	49	56	76	76	40	88	78	87	32	31	83	72	41	41	31	54	97	97	54	45	77	46	
84	84	57	46	39	0	39	99	43	87	35	55	70	38	87	36	100	44	42	32	41	73	77	85	77	82	75	73	29	70	42	49	78	33	82	
64	67	69	50	78	35	0	61	90	86	67	81	49	35	65	48	69	64	57	44	53	54	58	61	54	46	30	53	44	76	76	64	80	79	96	
60	96	49	59	64	75	55	0	99	36	75	51	66	64	88	26	45	73	66	94	45	98	43	89	77	59	87	26	37	78	78	58	69	82	100	
77	46	82	38	25	62	31	37	0	84	81	58	25	69	64	30	66	54	41	54	72	75	78	65	46	87	53	77	48	25	32	64	83	41	29	
30	37	80	47	28	61	59	64	58	0	46	88	77	68	76	50	29	100	66	25	90	27	53	62	68	81	76	65	27	34	98	39	51	71	71	
34	67	97	52	88	99	44	44	57	86	0	43	82	77	59	45	75	33	40	33	66	25	38	70	57	31	77	53	88	34	98	27	31	62	83	
95	44	52	83	62	81	76	76	82	27	42	0	67	74	71	53	42	42	74	37	81	37	28	75	34	97	61	72	94	26	70	79	62	29	58	
64	83	29	58	99	60	50	58	81	40	38	53	0	98	44	30	34	65	37	64	32	88	53	57	49	79	68	91	82	88	78	54	96	71	52	
66	59	55	43	31	57	60	47	32	41	85	65	75	0	43	79	45	54	31	59	42	85	62	25	45	75	57	39	98	35	85	96	38	71	29	
51	47	63	87	88	80	50	85	73	28	28	36	83	29	0	95	41	40	31	78	78	62	44	79	53	40	42	58	60	90	99	58	27	64	27	
82	69	87	50	42	65	57	55	100	98	89	90	48	36	100	0	60	95	77	86	66	68	37	96	87	36	28	51	33	32	64	26	67	90	64	
76	81	78	26	39	75	51	30	35	95	41	53	69	37	27	77	0	79	30	69	95	95	57	63	88	94	70	80	64	62	37	99	68	45	65	
78	75	32	66	71	75	62	68	69	58	36	63	80	27	28	64	49	0	43	33	54	66	70	71	96	83	63	61	74	77	55	62	61	78	65	
46	71	46	78	65	96	42	56	70	84	94	76	87	65	42	35	93	44	0	25	96	45	90	46	97	63	34	56	78	58	33	83	32	58	51	
47	82	50	50	29	68	61	40	33	99	90	62	52	86	37	37	29	36	60	0	92	57	56	74	48	29	86	93	94	93	83	37	68	27	86	
64	90	46	91	69	54	86	64	96	56	69	81	91	50	39	81	79	91	30	78	0	52	31	37	56	32	76	67	86	91	83	73	93	91	61	
33	53	54	77	34	30	35	61	78	43	54	99	72	76	94	52	90	85	57	30	62	0	59	62	81	95	47	36	33	31	98	56	43	98	88	
40	34	39	50	68	58	69	57	52	54	70	57	36	75	100	78	55	89	87	85	53	25	0	73	74	74	85	53	52	54	50	77	36	47	75	
89	48	35	70	25	94	54	64	51	45	47	88	34	73	28	59	53	36	82	75	25	85	67	0	56	49	64	79	88	42	60	53	28	30	40	
68	88	57	88	47	38	52	95	69	53	60	72	96	55	28	58	70	81	90	34	32	75	88	69	0	99	26	95	39	98	64	46	79	69	88	
88	75	80	73	51	65	75	49	91	58	94	46	97	33	56	88	98	50	64	65	87	95	75	43	96	0	34	43	92	39	37	88	70	72	88	
76	54	91	75	33	25	76	72	59	68	27	51	89	53	75	68	29	81	46	58	38	31	93	100	70	27	0	62	68	93	58	77	40	61	45	
96	43	97	61	34	98	90	41	25	84	28	97	73	68	35	34	87	63	74	63	65	33	93	75	46	54	54	0	43	34	80	74	40	89	26	
33	39	52	84	79	75	69	51	36	47	37	42	76	55	92	69	50	58	78	88	85	89	46	45	37	65	30	100	0	34	37	57	83	41	57	
27	95	33	45	61	85	44	41	46	53	40	95	83	71	68	52	93	40	33	85	78	26	81	33	93	74	51	54	41	0	26	94	84	54	80	
88	91	34	51	96	52	51	31	68	84	89	62	87	73	58	51	51	46	94	72	81	36	84	44	71	89	48	71	34	53	0	44	34	40	82	
30	59	98	42	40	76	31	89	36	34	86	96	28	29	88	35	85	42	55	70	74	29	99	86	56	27	33	99	90	76	88	0	79	69	41	
42	25	59	56	95	26	64	53	90	85	71	50	72	74	73	44	26	100	40	73	67	53	34	59	35	69	66	61	92	31	52	32	0	88	94	
87	98	86	85	88	59	73	77	86	60	39	55	95	60	53	64	42	93	99	35	59	77	46	56	81	27	48	39	86	45	79	56	84	0	68	
73	85	25	72	51	60	62	65	49	90	35	55	54	89	29	59	83	47	98	100	100	81	51	85	40	70	66	44	40	68	64	81	71	100	0	
26	39	71	55	88	39	71	40	39	35	58	81	77	62	59	
39	26	55	26	50	31	64	16	47	41	24	57	45	23	45	
71	55	26	78	80	85	18	70	40	40	72	108	31	57	100	
55	26	78	26	39	23	89	15	73	66	9	31	60	26	24	
88	50	80	39	26	62	96	50	93	87	32	46	50	28	58	
39	31	85	23	62	26	92	16	68	62	30	42	74	44	21	
71	64	18	89	96	92	26	79	33	36	84	120	49	72	109	
40	16	70	15	50	16	79	26	60	53	18	44	58	29	30	
39	47	40	73	93	68	33	60	26	7	71	104	60	65	88	
35	41	40	66	87	62	36	53	7	26	64	97	56	59	81	
58	24	72	9	32	30	84	18	71	64	26	36	52	17	33	
81	57	108	31	46	42	120	44	104	97	36	26	85	51	24	
77	45	31	60	50	74	49	58	60	56	52	85	26	35	84	
62	23	57	26	28	44	72	29	65	59	17	51	35	26	50	
59	45	100	24	58	21	109	30	88	81	33	24	84	50	26	
5360		1476		1947		2688		903		4216		3800		3648		2310		6408		3003		3000		1044		1539		4875		
495		3174		4757		3906		6816		4560		4828		2112		980		2304		3366		2340		3040		4899		3876		
1496		1280		3180		1820		3498		868		4485		1120		1353		1666		2772		4355		5278		2600		4653		
1914		3355		3597		3300		4224		2262		4012		2379		2813		5220		3948		1334		8370		5900		594		
1904		2670		975		3975		4366		5978		2242		1702		1365		1564		4606		5810		1958		986		7125		
8245		3360		4738		1829		1938		4320		4640		2484		8528		8342		2508		1027		5928		2160		1258		
4851		3008		2997		200		1216		1140		3760		1725		6080		4672		490		1560		2989		832		2366		
754		1404		4514		5760		8280		3600		2320		1665		676		814		2013		4628		4690		6076		2967		
2314		1350		6532		4140		1128		4422		3344		3348		7654		7968		2553		3762		2400		2214		3300		
1140		1449		3975		2262		6174		275		3807		767		5244		4539		1364		4080		5984		2337		2418		
3410		1920		2048		1488		2640		5040		2160		2112		1911		3690		2952		5624		735		900		2808		
2478		1625		1184		4845		3696		1458		1406		2747		2673		770		2350		3936		1836		1406		3479		
1431		2117		3080		1458		3900		1470		2970		2542		874		528		3074		6375		2597		1225		6762		
2464		2793		10670		1632		1924		3861		3993		1232		10094		8064		1558		224		3916		3190		817		
782		3564		8004		5785		7575		3082		6970		4743		4628		4018		2940		8700		4092		4081		3008		
3564		500		4565		1311		3285		1920		2112		608		4680		2835		1805		5022		1974		1296		4455		
1914		4136		2755		1872		8514		2075		8827		999		4352		3286		5292		2496		3822		4620		3720		
4026		837		3024		3735		3588		1596		4692		1230		5000		2070		2294		5621		1377		2112		5236		
1786		2090		7826		2944		6161		4042		6942		2805		2109		4929		2760		5610		5035		3388		5246		
1092		2850		2400		3968		5133		3905		3375		1248		1218		477		4092		9016		4941		5015		6150		
3186		1485		1247		3822		2296		4275		2255		1932		2040		1645		3311		7663		1932		2790		1872		
8019		1334		4760		1036		1190		1275		7000		3990		3036		5676		720		2144		3132		1708		2376		
2128		2747		8928		2652		5037		300		4554		1512		5832		4422		2814		2160		2805		2072		1224		
688		2070		2886		3528		7104		3055		2130		2880		2014		1120		4092		3080		3362		4002		3417		
6400		3956		4896		1044		3995		2574		5029		1972		5874		2870		1638		992		6160		1333		451		
2812		3348		477		3870		3293		8190		430		7084		3315		3920		3520		5336		2706		5214		6848		
3416		2040		8550		1064		1404		1598		10088		1700		8300		4235		1932		2150		4424		1260		330		
1666		1768		7840		608		1880		1005		7920		564		3408		6336		1584		2277		3250		2048		620		
5504		4028		7560		1280		2600		962		5382		1520		7990		8008		3444		806		3404		2494		656		
5824		2808		6300		2450		1120		5880		8613		5529		7743		7056		3080		5368		2808		2407		3850		
2967		1288		2720		2989		4851		4472		2640		1833		2070		1525		4092		4560		1496		2160		1725		
3075		248		4221		1368		3525		1944		5328		792		2530		4032		425		1519		1450		2185		1517		
6636		1804		3358		2511		423		3180		8366		3895		7728		3432		1886		3344		2700		1159		2080		
5418		4371		5896		4268		1470		6204		3024		2288		4675		6557		2988		4897		2124		1344		4818		
2664		324		4664		1350		4536		1216		2074		1512		4400		1110		1539		5368		3285		2592		2736		
