53 22 1
0	56	60	66	82	56	83	81	90	62	74	69	60	51	95	71	57	98	70	56	95	54	58	53	68	62	56	89	73	67	73	91	97	83	60	84	96	62	93	74	75	80	91	88	73	98	82	72	92	85	85	100	98	
93	0	77	76	55	71	79	94	72	87	94	86	90	86	87	50	95	76	73	53	86	74	84	84	60	96	94	95	77	57	72	100	60	72	66	76	94	72	73	91	68	60	100	57	82	81	50	50	89	87	66	71	84	
84	60	0	86	92	54	54	88	82	60	60	54	69	98	98	69	63	85	64	89	89	71	64	59	50	59	100	62	91	56	70	80	59	92	58	100	63	61	55	61	82	85	90	85	88	84	82	52	80	61	66	85	55	
88	76	78	0	66	85	57	58	74	93	91	78	87	66	56	76	65	79	76	71	63	68	70	72	74	69	64	53	68	62	84	84	76	87	86	98	73	97	66	73	76	83	70	80	100	57	84	67	77	76	92	50	63	
82	77	96	63	0	62	93	85	73	91	51	58	86	86	72	79	88	100	85	64	88	58	50	75	54	58	96	89	88	72	50	79	76	53	77	69	61	69	81	83	86	77	64	91	68	84	65	50	55	76	89	61	52	
53	58	86	65	52	0	73	76	72	57	64	92	85	79	84	66	52	100	77	50	93	51	69	74	79	87	84	77	51	56	99	59	67	81	80	56	78	98	68	92	99	63	62	71	91	95	62	88	85	73	63	83	55	
60	55	77	50	58	80	0	54	85	69	92	56	99	51	54	75	89	97	62	68	89	75	88	84	84	88	51	61	61	78	83	81	68	61	61	83	58	87	58	52	83	56	98	74	81	96	50	80	86	75	52	72	76	
89	53	72	99	73	66	72	0	60	58	68	97	99	63	53	56	76	58	76	55	92	68	71	66	86	79	94	88	92	85	69	97	80	68	77	73	70	62	54	71	74	64	55	61	90	76	84	94	62	86	63	69	54	
73	61	90	75	50	63	83	71	0	99	56	90	98	58	80	53	67	64	75	92	92	87	66	90	82	52	52	57	89	53	76	97	61	60	54	85	86	75	63	86	69	60	61	72	73	93	99	72	51	76	51	88	80	
91	66	61	77	71	70	100	99	93	0	65	57	100	82	73	97	85	91	77	79	58	98	91	57	52	67	55	54	76	51	78	93	76	84	87	85	51	59	84	67	53	57	96	61	69	79	58	51	85	88	86	53	80	
97	97	71	75	92	96	80	86	76	75	0	99	79	63	77	85	84	54	77	81	84	75	79	80	72	57	75	87	51	52	76	66	51	62	55	69	78	80	81	97	89	76	74	83	85	70	74	74	86	77	64	80	64	
85	77	97	62	71	80	89	96	84	91	76	0	57	95	62	83	50	97	64	93	64	98	75	56	71	85	72	55	89	55	72	67	65	88	67	66	52	79	74	60	55	99	94	75	68	91	58	58	52	57	73	69	95	
71	71	83	65	53	91	95	96	95	89	58	79	0	90	76	93	64	94	79	69	91	76	97	71	79	88	94	67	59	87	86	94	53	86	94	68	54	58	71	54	84	78	91	94	89	82	95	94	74	55	69	69	85	
56	53	57	74	86	62	69	99	82	84	96	68	93	0	71	53	75	74	72	75	87	97	65	57	55	54	99	70	62	99	92	60	56	60	67	79	72	79	72	68	69	80	71	57	84	100	85	70	93	91	90	69	50	
74	82	82	82	90	69	68	69	67	85	57	64	84	93	0	57	80	50	96	69	76	67	63	64	92	56	82	52	73	69	57	88	83	50	90	78	64	71	66	76	86	92	61	73	69	52	53	60	78	92	71	92	64	
59	68	97	80	68	73	82	98	70	52	72	80	88	94	56	0	83	92	79	83	100	50	96	59	99	76	64	86	80	92	92	83	87	82	67	77	83	66	94	72	96	64	98	55	71	92	99	66	76	77	91	97	83	
62	98	80	56	62	95	60	58	92	80	81	92	84	69	94	84	0	50	84	82	73	79	51	67	93	68	83	79	53	87	64	72	58	54	95	100	80	51	85	74	79	95	72	85	60	74	63	98	62	98	74	56	99	
93	61	50	89	52	98	82	79	56	56	92	75	83	75	76	56	96	0	64	69	69	92	62	56	87	83	60	93	51	55	59	68	89	86	83	79	67	58	64	58	61	84	70	95	79	67	72	85	92	90	93	64	63	
58	77	53	100	88	56	58	71	89	60	72	51	97	55	63	74	90	63	0	64	69	60	97	88	81	79	68	96	60	55	90	85	50	88	55	95	83	67	69	60	66	50	96	90	70	87	92	94	56	67	98	68	67	
54	79	89	93	75	91	82	72	67	67	64	96	81	87	58	89	62	81	93	0	81	56	69	56	63	56	60	88	53	73	99	61	60	84	54	93	57	56	91	98	52	53	92	57	90	61	70	80	83	52	100	91	71	
51	55	99	94	84	92	62	86	80	61	61	50	72	70	97	51	76	69	93	90	0	66	81	83	82	63	51	100	60	82	78	69	56	72	57	79	77	74	95	54	68	55	65	92	96	92	99	91	90	92	72	82	85	
91	73	59	70	97	73	69	76	61	95	100	56	73	85	64	70	87	51	65	59	91	0	86	70	90	86	79	82	90	50	82	67	74	75	77	66	93	57	70	69	93	52	73	89	64	99	100	100	87	67	90	60	80	
77	62	60	79	76	88	81	100	90	78	57	55	76	62	79	67	84	53	93	94	66	57	0	83	70	79	78	75	81	97	81	63	52	81	67	51	58	81	71	78	87	69	68	69	54	79	71	55	66	84	78	94	77	
99	53	74	55	100	78	85	56	74	53	72	96	72	93	100	78	56	93	59	83	83	99	73	0	57	64	99	80	93	53	97	98	73	64	73	71	94	60	69	88	91	84	86	84	66	58	85	96	58	50	58	59	60	
84	84	76	66	73	66	54	94	72	57	83	98	94	83	60	58	50	58	55	68	78	99	62	51	0	95	95	96	77	58	74	91	97	79	77	74	88	66	58	76	69	92	99	50	65	73	95	93	62	87	92	71	86	
70	76	76	54	70	89	63	65	59	88	81	82	66	57	59	73	77	58	97	70	51	58	78	100	57	0	65	68	58	66	69	82	80	51	67	53	77	75	64	62	72	83	66	50	99	55	66	98	67	58	100	55	52	
99	90	61	55	62	72	62	64	78	94	93	84	78	88	96	93	88	61	100	63	69	65	88	100	89	71	0	73	55	59	94	75	97	95	64	82	99	77	92	52	59	99	89	94	51	76	69	99	59	61	80	95	78	
54	89	89	86	52	95	53	100	63	75	85	88	98	85	96	58	91	64	74	96	85	70	58	96	60	77	69	0	91	62	83	67	76	73	80	84	51	91	69	77	99	88	90	88	73	70	62	85	60	83	70	64	67	
65	85	98	89	96	51	99	52	70	58	90	50	80	96	55	77	53	78	69	74	69	70	78	97	85	80	50	64	0	88	78	78	63	55	58	68	91	63	59	71	83	77	53	73	69	55	75	56	61	72	68	100	95	
67	72	90	100	65	79	78	57	75	75	87	54	61	58	69	69	63	58	93	62	95	90	99	62	64	78	86	76	74	0	93	71	51	96	98	79	100	70	79	91	70	52	77	56	79	99	84	60	78	92	64	65	99	
100	79	66	76	54	91	84	80	60	60	58	64	60	90	94	90	54	58	62	88	76	69	94	66	80	89	100	98	91	89	0	92	82	89	70	79	71	90	74	85	91	78	65	79	74	95	71	63	73	50	83	54	78	
84	84	88	83	100	64	89	50	54	53	97	60	89	62	64	87	65	74	96	97	95	62	88	84	73	74	60	75	95	92	98	0	96	57	63	70	89	89	89	73	71	82	83	87	92	63	89	59	56	90	100	53	71	
92	82	98	71	98	90	69	62	92	52	61	54	93	52	98	92	94	76	88	100	71	60	70	55	68	54	60	69	92	95	99	91	0	91	86	73	71	80	80	84	100	87	50	81	56	95	84	66	62	73	84	63	57	
85	80	85	53	94	60	61	87	90	98	86	87	59	60	51	92	88	61	71	63	84	92	52	81	82	73	55	86	50	71	77	55	82	0	51	62	66	82	69	77	89	54	88	52	59	73	92	67	68	93	90	64	91	
85	95	94	71	59	78	77	67	86	99	62	57	62	90	91	70	94	80	51	88	74	99	68	87	58	94	65	84	57	64	96	51	80	98	0	78	60	51	79	82	57	53	65	79	68	60	51	88	53	64	89	69	65	
68	99	81	85	67	57	76	78	85	85	91	73	87	58	66	50	72	91	97	78	78	79	100	87	55	76	72	74	77	79	57	87	76	67	79	0	96	88	75	70	73	58	85	51	85	58	62	98	87	91	64	66	83	
92	71	72	72	53	69	82	76	60	87	85	76	68	75	56	71	91	51	77	55	87	82	78	76	86	76	86	99	85	98	69	82	59	74	65	85	0	93	75	90	59	72	61	51	76	94	67	73	84	59	80	68	91	
71	52	93	57	97	93	91	51	99	64	87	55	92	89	50	90	80	50	77	81	51	65	79	66	83	91	87	87	85	56	88	66	50	55	79	95	60	0	62	94	54	69	80	90	69	83	90	53	100	80	99	66	94	
62	74	58	94	86	52	53	90	59	52	62	84	59	83	67	63	66	51	99	61	83	61	97	53	90	64	83	69	59	87	63	77	51	64	74	97	99	79	0	67	94	50	59	65	61	76	91	61	77	59	59	82	95	
75	64	57	67	59	85	54	52	68	62	65	79	69	67	94	64	96	66	88	83	90	97	76	90	91	65	79	66	55	53	85	59	72	76	66	77	100	81	50	0	76	82	81	59	64	58	72	97	57	70	94	59	88	
90	94	92	66	79	80	54	91	55	71	87	66	83	75	75	95	58	73	63	70	73	98	98	74	58	84	76	96	80	70	87	100	67	69	99	92	55	56	55	90	0	89	69	67	57	62	54	51	56	85	86	54	79	
97	79	80	100	79	53	63	69	63	62	91	100	64	56	52	82	79	83	77	67	96	94	53	58	93	74	98	54	80	56	72	56	70	56	83	71	84	63	74	79	89	0	61	57	82	80	74	54	51	67	90	96	71	
97	63	62	70	90	57	79	80	91	84	76	91	83	78	69	88	59	56	78	79	85	80	63	89	55	69	52	56	52	58	90	67	64	92	61	56	75	63	65	64	55	76	0	99	91	96	85	65	61	83	58	60	85	
55	54	51	56	59	61	93	93	64	68	74	60	83	85	52	88	61	50	95	62	86	59	53	94	82	52	79	97	97	95	68	66	77	58	99	58	86	100	58	82	83	97	53	0	59	72	75	56	75	67	69	68	82	
86	97	89	50	94	75	71	70	83	77	81	69	74	97	89	89	63	89	54	83	78	96	65	53	57	74	86	50	88	81	53	81	85	75	100	89	79	89	51	65	73	99	71	57	0	68	92	80	59	79	91	52	73	
89	70	72	66	65	96	65	76	81	57	62	98	100	75	95	75	50	64	100	96	51	52	52	96	57	77	97	65	64	68	54	98	72	83	72	79	98	76	75	68	85	77	71	52	90	0	98	79	84	82	55	91	53	
82	76	58	69	87	83	84	55	87	80	97	60	53	79	68	99	58	91	63	96	78	52	74	100	85	56	91	74	50	60	53	71	50	55	99	71	80	96	66	51	90	81	61	70	63	73	0	69	82	100	79	62	71	
85	60	63	98	51	68	74	56	85	61	64	56	78	84	86	86	90	63	70	100	57	60	56	57	92	53	64	81	79	67	98	68	75	57	63	76	79	94	65	98	50	93	61	96	63	98	62	0	55	68	76	50	71	
66	64	79	92	97	97	94	55	96	76	93	56	56	82	57	85	82	94	94	63	81	51	76	98	68	97	78	99	65	87	79	73	59	58	89	78	77	67	51	74	88	99	74	92	90	57	51	68	0	68	87	83	66	
67	62	56	91	67	55	96	59	76	61	76	60	59	53	75	100	75	76	68	68	66	64	81	73	100	75	94	97	92	72	51	63	86	57	98	94	81	97	91	96	98	51	69	58	63	64	64	77	61	0	57	51	55	
81	60	57	58	81	78	69	80	73	85	87	65	57	95	55	82	99	80	56	82	56	97	95	51	80	84	51	80	61	91	58	65	53	58	74	91	84	75	57	76	96	72	61	74	62	91	61	64	83	60	0	66	54	
68	50	94	93	60	85	75	63	76	98	55	64	78	60	55	95	93	81	50	92	61	51	93	95	82	82	50	94	62	54	62	93	72	76	80	74	88	50	63	58	94	78	92	99	75	85	81	85	51	63	59	0	100	
61	57	71	59	55	67	71	84	73	65	82	69	88	74	71	82	78	53	72	73	80	81	74	99	61	57	76	71	99	100	71	91	84	77	60	65	89	97	59	51	57	65	87	66	74	100	89	72	51	83	83	58	0	
26	39	71	55	88	39	71	40	39	35	58	81	77	62	59	80	9	22	66	56	85	63	
39	26	55	26	50	31	64	16	47	41	24	57	45	23	45	41	46	16	55	30	56	32	
71	55	26	78	80	85	18	70	40	40	72	108	31	57	100	59	71	60	109	25	103	81	
55	26	78	26	39	23	89	15	73	66	9	31	60	26	24	42	63	35	33	53	31	8	
88	50	80	39	26	62	96	50	93	87	32	46	50	28	58	21	96	66	64	59	34	32	
39	31	85	23	62	26	92	16	68	62	30	42	74	44	21	62	48	28	29	61	48	30	
71	64	18	89	96	92	26	79	33	36	84	120	49	72	109	76	68	65	118	38	116	94	
40	16	70	15	50	16	79	26	60	53	18	44	58	29	30	48	48	20	39	46	46	23	
39	47	40	73	93	68	33	60	26	7	71	104	60	65	88	77	35	41	97	39	104	80	
35	41	40	66	87	62	36	53	7	26	64	97	56	59	81	72	32	34	90	34	97	73	
58	24	72	9	32	30	84	18	71	64	26	36	52	17	33	33	66	36	42	47	33	10	
81	57	108	31	46	42	120	44	104	97	36	26	85	51	24	60	90	65	23	83	13	26	
77	45	31	60	50	74	49	58	60	56	52	85	26	35	84	29	80	58	93	22	78	61	
62	23	57	26	28	44	72	29	65	59	17	51	35	26	50	19	69	40	59	34	45	26	
59	45	100	24	58	21	109	30	88	81	33	24	84	50	26	65	68	47	9	75	34	26	
80	41	59	42	21	62	76	48	77	72	33	60	29	19	65	26	86	57	73	40	51	39	
9	46	71	63	96	48	68	48	35	32	66	90	80	69	68	86	26	30	76	59	94	71	
22	16	60	35	66	28	65	20	41	34	36	65	58	40	47	57	30	26	56	39	67	43	
66	55	109	33	64	29	118	39	97	90	42	23	93	59	9	73	76	56	26	85	35	34	
56	30	25	53	59	61	38	46	39	34	47	83	22	34	75	40	59	39	85	26	78	57	
85	56	103	31	34	48	116	46	104	97	33	13	78	45	34	51	94	67	35	78	26	24	
63	32	81	8	32	30	94	23	80	73	10	26	61	26	26	39	71	43	34	57	24	26	
806		3471		4636		4320		6840		2736		4814		3600		1482		2024		5856		7120		6020		3720		3657		5772		690		2125		7161		3430		5642		6460		
5518		2900		6319		4365		1092		5226		6776		3996		4628		6391		3293		4560		3840		1566		3366		1032		7296		4690		3796		2600		2438		2080		
1650		2277		5175		1612		3150		748		5751		1183		5529		3366		2387		3417		6460		3362		2387		4080		2379		969		3744		2704		3355		2754		
3782		2340		1888		3408		2832		4920		4272		3740		2499		2790		3157		6992		1095		2050		7128		2523		6336		2881		6399		1089		7029		4000		
3444		1275		2400		3978		5808		3456		2622		3075		1944		1430		4559		4100		2376		3344		7100		3550		2376		1400		7520		1022		5920		4104		
1809		2436		2244		4212		5070		3430		4005		3075		1463		780		4134		7990		3657		3283		3933		6016		2800		1210		4914		1550		6715		5734		
6237		3078		10010		3072		5148		3432		7260		4092		5974		9600		3154		469		7921		3355		1482		5070		5742		3402		1326		5100		1400		2813		
952		4050		4785		4420		7979		4048		5865		4284		2860		3528		6790		6786		9021		6622		5312		8075		867		3330		4410		6696		5264		6570		
2464		365		4840		1725		2250		2432		5346		800		3328		3240		1121		5238		4074		1602		3240		2700		2703		1188		4374		2940		2652		2494		
2059		3525		6650		2592		5418		1700		6014		2516		6392		3596		3996		3456		4823		6468		2520		5865		2183		2835		4400		4440		5688		4015		
3538		1836		1800		3960		3082		3078		3723		3485		4950		2806		3034		4307		1632		2002		6324		1674		3250		3198		5621		819		5092		3384		
1805		2860		6188		6144		7676		3526		4539		5049		3021		3604		5313		7905		6840		7623		4453		8835		1100		3666		6138		3750		5060		4896		
1300		3078		3984		5394		7134		3465		3600		3552		728		513		5456		6900		5856		3835		7050		7227		1265		2212		4788		3354		6768		6230		
5076		2349		2494		3430		5096		5187		3772		3192		2800		2765		3096		6873		2001		1890		7056		3306		4845		2556		5751		372		3825		2915		
7695		3864		6035		1792		1316		3162		8500		3486		6532		4300		1944		2368		3828		1568		3344		2100		6319		4440		4500		4154		1953		1092		
1900		2870		7254		2754		6643		852		6732		1988		6480		3630		3108		3552		6290		4424		1200		3996		3102		2346		1798		5822		5488		2419		
576		2438		5994		5040		9024		4465		6390		4368		1976		3150		3564		5016		5740		4140		3551		5655		267		2430		4514		6039		7254		6745		
4992		3784		7872		1098		2867		1846		8025		1595		7743		5904		2522		1424		4312		3827		1012		2912		7252		4459		1003		5538		1288		901		
5698		3906		513		6794		8811		7462		540		7392		2223		3520		7520		8700		2911		6468		5992		6141		6480		6370		6669		2574		7056		8640		
4984		2840		5130		1387		3834		1479		8632		2250		6889		6237		1820		1950		7900		3780		310		5368		3250		3440		1020		6440		1947		1320		
4067		2470		6480		520		4042		990		8010		876		3976		3648		960		3003		6045		2048		1800		4606		4872		2880		2552		3355		3204		1185		
5696		5088		10800		3168		6240		2366		9945		3572		6674		8448		2091		2132		6900		5336		504		5694		5475		4806		150		6308		2368		2788		
8281		2756		6370		3479		1232		5880		6525		3876		8722		6300		2640		4941		3783		2842		5180		864		7448		3588		4312		4472		3150		2464		
3784		2070		2976		3577		5292		3120		2680		2847		2370		2250		4224		4640		2686		3600		3726		3243		3818		1876		5616		780		5390		4914		
3362		576		3276		1152		2867		1632		4680		608		3245		3216		1054		4508		4500		1771		2701		2829		4900		1026		2726		2090		2891		1575		
7505		3198		6424		2945		576		5035		5162		2542		7392		7098		2093		4048		2520		1368		5044		1479		7654		3416		3953		4029		2686		2444		
5074		3948		5293		3168		1500		3894		7140		4108		7650		5688		2268		4307		2592		1704		5940		536		5301		6144		6142		2688		4272		2280		
2376		392		4081		2070		3024		3104		4209		1566		2552		2886		2700		5734		4455		1593		2784		4136		2898		793		5187		2784		3240		2772		
3591		1600		3360		3960		3024		3520		2548		2379		3243		4074		3293		3723		1220		1771		4489		2400		5208		2774		5698		858		4080		4183		
4860		3384		1152		5616		4977		4864		1513		3339		2610		2156		3886		9476		3240		4290		8370		3780		5546		4750		6630		1932		7227		6160		
4180		2850		7896		1200		5280		448		8188		1246		6248		3712		2475		2412		4473		3400		1513		5700		4876		2400		2002		3360		3150		1587		
1680		2562		3484		6600		9100		3249		3456		4641		1170		1116		6370		9120		4158		4158		7700		3900		1080		1798		8245		2244		9118		6132		
3526		3570		4845		3300		5184		780		5454		2604		4050		3726		3990		3285		5590		5544		1134		5550		3300		3024		2262		5040		3186		3920		
5184		1537		7326		798		1900		3204		5220		1925		7372		4278		644		1855		2754		1275		2844		1508		5472		3096		3168		2891		1566		810		
6160		3420		6141		1932		1656		3311		5459		3145		6992		8170		1995		2112		4875		2144		1925		3648		4472		4389		2560		6500		780		1232		
9300		3510		5120		5115		1550		4560		7298		5917		4698		8036		4416		3990		2376		2656		4774		1008		9108		6106		6300		3087		3658		3774		
756		2760		6700		4508		5609		2528		5032		2449		3276		1870		4018		6132		4485		4664		4505		6603		1122		1218		3904		3136		6391		3618		
5412		2754		504		5846		7055		5478		715		4760		1824		2607		6586		10010		3198		4270		8700		4095		4745		4731		8175		1431		9858		6216		
4940		5208		539		5304		4636		6020		2500		5760		3807		4324		3905		5671		2295		3192		7070		4950		6930		3717		7260		2080		9595		4374		
6162		2652		1520		6650		5481		7052		2888		3564		5060		4576		4526		9506		975		3174		5264		2982		7680		4402		10094		1196		5670		5256		
3360		2585		7650		2314		3480		1890		10101		2432		5518		6724		2100		1975		5762		2600		176		5427		5244		4608		688		7161		2870		2072		
3248		3567		700		3300		4307		3905		1824		3477		2010		1566		5820		4992		2220		2832		6438		3672		4582		3082		7200		812		5888		6930		
1122		2774		7905		2562		6160		1386		8184		2640		3953		4717		4080		4774		6396		4002		2574		7700		2201		1550		3420		4992		5934		3100		
5056		3526		2655		3848		3528		4002		6048		4914		6624		5440		3440		5846		910		1482		5928		1120		5124		5684		7905		1950		5478		3417		
5808		2700		5278		2320		2500		4272		4307		2772		6324		5456		1480		3224		2937		392		4240		798		3869		3344		4697		3430		2430		2268		
3492		416		2928		3094		3416		3096		3920		1702		3960		2244		2325		4095		2940		2604		2968		2552		3864		1305		4650		2500		6080		3440		
1122		3100		3186		3402		7695		2835		5130		3705		1416		1045		3186		5644		4340		4968		3250		6090		1422		1881		6935		3440		5865		4880		
4453		3783		7392		1197		2047		2255		6693		2607		5916		5200		832		1512		2950		1846		2380		1938		4455		3744		3690		3776		1615		638		
7896		3800		5400		1650		1105		3068		6195		2340		7178		7650		1512		1682		5607		2937		3080		3080		5580		4416		3984		4556		850		1210		
1472		3025		7144		4209		6831		2400		9400		3136		4402		3596		5829		6080		4850		4028		4536		7315		1971		3783		3965		7392		6336		6417		
3953		2535		1911		5369		3480		5600		2698		3672		2491		2623		3432		7744		871		3404		4897		3268		6279		2500		7820		594		7872		5890		
5280		2400		2952		2150		3510		4234		3648		3150		4674		5044		2765		6300		1200		954		4556		1280		5112		4275		7372		1680		3213		2948		
2250		624		4850		1624		4094		3293		4026		1407		4116		2436		1702		4838		2109		1152		4150		3400		3796		2254		3894		1900		4200		3003		
