105 45 1
0	70	67	15	64	30	39	73	20	79	57	60	63	39	73	23	24	54	88	84	60	77	38	22	58	38	63	57	49	33	43	45	50	53	45	35	17	43	33	71	71	56	76	75	95	51	95	39	51	57	70	46	65	99	23	70	41	59	57	85	11	34	68	59	93	34	98	32	86	73	51	84	12	24	74	74	49	63	78	100	73	35	78	25	10	55	17	24	92	81	77	49	10	63	57	16	59	45	29	45	67	69	74	59	35	
84	0	72	38	10	19	57	80	30	15	16	24	75	37	14	53	51	57	50	23	36	85	73	62	71	40	15	99	59	10	87	12	44	54	62	77	71	58	13	21	98	27	41	65	65	21	60	96	42	86	98	33	32	48	83	91	32	79	73	51	33	70	20	29	20	59	10	26	64	49	17	72	44	86	21	98	12	17	54	80	94	32	42	79	55	78	71	72	78	13	30	30	61	69	66	43	30	31	69	25	77	24	14	70	21	
96	54	0	93	11	64	75	55	14	50	57	80	15	50	98	52	39	50	77	28	25	43	95	97	33	16	21	57	24	57	19	86	43	48	39	74	62	89	79	86	73	45	95	65	42	59	51	46	31	17	48	52	36	19	29	82	57	70	88	32	74	33	44	17	51	31	82	54	10	34	70	48	27	97	22	82	96	25	65	15	41	36	56	85	85	76	39	82	67	14	13	23	79	15	57	94	30	28	18	73	74	55	33	74	44	
28	31	49	0	88	98	50	13	57	12	78	63	84	39	31	58	49	46	99	97	87	88	38	23	100	68	52	94	72	84	59	62	24	96	84	24	13	41	20	18	57	12	61	87	57	71	77	73	12	27	71	41	16	22	93	30	44	63	25	12	72	79	74	17	63	94	94	49	56	85	93	64	75	57	54	24	98	62	34	58	73	70	18	59	65	70	55	62	63	50	23	55	76	12	14	57	39	13	32	19	44	60	64	65	95	
80	56	54	69	0	47	54	53	74	58	35	65	35	74	58	95	31	47	64	81	93	72	84	57	30	23	91	32	69	10	95	35	88	35	96	56	21	47	73	49	19	79	19	50	41	37	78	40	40	15	62	54	28	20	98	88	54	43	83	24	24	15	23	52	44	90	48	47	69	38	15	84	91	93	92	80	25	62	12	83	57	88	35	89	63	45	83	57	95	48	62	78	90	40	27	77	75	90	16	74	89	42	18	24	47	
18	71	61	83	89	0	67	91	89	54	20	44	44	72	21	16	23	53	74	31	45	98	67	71	92	42	88	82	49	16	55	54	51	55	77	94	37	23	20	17	98	47	31	97	85	28	21	27	40	62	50	63	49	43	44	64	49	23	70	100	73	46	87	84	82	44	10	53	68	68	68	82	44	42	45	40	73	23	36	70	87	38	23	64	10	93	44	57	41	34	36	85	21	67	14	51	44	24	78	70	11	82	61	36	47	
39	56	75	86	31	52	0	14	16	28	61	85	48	86	36	26	42	95	63	43	52	67	95	46	14	50	64	78	88	21	19	70	85	62	69	99	11	93	27	98	57	35	75	63	86	85	70	76	68	41	58	70	39	89	50	93	35	96	20	47	86	97	40	57	58	84	94	70	32	95	64	21	32	90	27	24	86	64	66	86	71	45	89	70	20	10	71	67	51	62	12	41	87	43	70	62	15	77	35	50	26	18	91	100	64	
13	72	54	61	91	49	72	0	53	34	96	32	96	53	21	97	88	29	10	81	14	97	68	62	22	21	85	55	69	55	57	20	92	70	35	45	45	85	32	21	76	68	28	87	12	19	27	42	80	75	70	62	41	24	36	25	30	71	46	90	62	41	49	73	85	82	87	35	34	25	58	16	100	78	21	24	48	80	29	49	13	94	19	34	53	82	33	29	35	44	28	94	79	66	62	42	92	28	20	81	73	11	78	20	91	
69	41	44	29	40	11	93	81	0	76	85	89	21	41	95	42	42	17	62	80	86	54	84	68	49	42	41	35	93	66	77	24	80	32	65	87	38	65	21	44	22	33	21	28	78	16	51	97	31	27	72	17	87	23	20	83	95	14	15	85	22	82	30	46	64	69	14	99	83	47	12	19	98	88	71	85	31	75	63	30	30	10	50	47	94	12	56	44	88	82	65	40	66	69	68	33	12	99	28	68	60	44	20	50	22	
63	59	54	90	17	42	19	37	86	0	85	98	84	82	86	50	68	73	84	52	27	46	94	52	44	57	30	91	99	22	51	72	35	47	77	12	37	27	84	35	75	47	81	75	62	67	82	10	67	41	52	54	58	38	88	22	46	45	87	15	51	79	36	97	100	100	77	41	82	28	64	59	32	28	62	56	78	65	100	82	60	23	19	57	32	62	40	71	16	86	89	40	23	77	70	46	63	60	54	65	94	65	33	13	66	
41	12	25	65	48	61	76	44	43	44	0	63	48	20	39	72	61	89	58	98	15	53	20	100	60	73	21	53	15	50	93	49	88	100	59	21	87	27	70	69	98	51	24	22	35	98	64	87	15	94	96	52	35	51	49	88	28	45	79	84	71	75	72	38	25	72	93	25	10	26	26	28	70	71	57	39	52	39	18	89	50	23	69	95	90	70	28	25	11	25	19	42	61	97	32	12	12	90	90	93	59	25	54	84	95	
63	59	52	78	40	25	56	44	85	98	10	0	51	91	86	32	76	86	48	74	46	57	57	18	46	81	34	38	26	78	66	68	39	24	26	51	58	24	94	47	12	25	61	99	22	40	38	42	24	39	44	68	64	13	40	17	59	54	36	32	49	69	39	10	98	19	38	96	41	25	99	20	13	97	81	30	19	33	49	32	35	59	90	87	71	60	78	92	87	79	31	100	33	44	37	77	100	79	49	68	52	19	26	88	55	
94	91	36	67	98	59	85	14	27	98	79	89	0	57	44	98	27	30	64	91	60	17	80	80	74	14	90	16	100	34	55	72	78	95	72	92	25	84	35	53	92	73	46	25	92	29	59	43	33	83	31	69	40	57	51	65	70	11	84	44	59	98	77	82	79	51	47	32	73	29	70	47	35	41	37	72	96	80	92	11	98	14	47	24	82	11	64	93	20	59	16	60	44	53	45	47	60	95	73	63	11	35	45	77	61	
60	34	20	24	42	83	34	27	47	68	58	16	52	0	18	54	22	29	49	42	100	91	41	49	82	99	37	62	60	23	56	55	76	17	29	25	45	44	34	24	87	32	91	81	97	32	35	60	75	56	54	42	88	47	11	93	97	61	100	46	63	83	47	13	59	21	62	98	72	28	61	85	36	37	98	99	63	40	57	17	83	72	64	28	28	24	35	27	82	89	81	18	24	32	79	57	45	88	40	64	80	99	96	84	80	
72	86	67	79	46	63	48	82	53	72	84	60	36	63	0	91	49	33	52	10	69	18	61	71	70	77	69	99	35	81	10	17	15	94	29	81	33	36	77	36	53	92	93	91	32	78	72	52	53	28	56	91	85	97	98	93	23	33	46	80	80	80	51	48	67	68	77	85	34	81	26	20	81	100	17	48	86	67	95	49	96	82	44	32	85	13	30	18	88	13	96	85	89	56	78	100	47	29	46	19	42	18	28	45	84	
91	97	84	47	84	75	51	47	63	64	70	99	77	10	66	0	91	71	39	31	51	71	33	23	74	64	72	16	90	28	29	76	81	97	75	77	27	29	11	86	79	29	48	34	71	86	14	66	67	51	19	75	11	47	58	19	68	49	12	32	40	67	44	59	79	17	79	14	26	52	86	40	43	87	81	35	84	74	91	89	47	26	60	58	41	76	98	31	22	31	82	84	46	88	64	13	78	54	99	42	76	25	89	38	71	
23	36	92	12	63	95	85	61	29	12	62	68	24	16	37	62	0	29	13	78	15	35	80	44	37	42	98	66	73	41	24	56	61	73	72	83	51	76	24	39	11	50	83	94	61	61	62	99	76	20	56	50	53	59	63	23	76	57	41	63	12	92	78	56	47	52	24	73	13	73	25	32	96	77	84	36	40	69	85	48	50	49	15	44	68	57	29	77	72	56	43	55	21	47	84	12	59	20	76	67	60	56	74	56	75	
98	74	96	44	67	26	54	37	72	73	87	54	82	26	50	31	12	0	89	40	51	71	27	64	42	84	48	14	86	22	94	87	84	12	98	35	76	19	85	81	11	82	65	11	59	67	12	38	62	39	69	84	76	77	72	21	78	38	10	19	61	90	29	66	31	89	18	44	64	83	45	68	82	15	99	63	97	40	88	32	53	24	89	75	13	16	81	26	13	31	72	27	69	41	34	38	12	99	30	70	30	94	15	81	36	
69	44	26	77	33	58	12	35	54	95	98	63	90	41	89	10	27	38	0	56	84	30	59	27	26	68	91	55	35	22	42	26	73	17	13	42	32	37	61	44	41	88	36	93	39	77	70	82	94	56	82	83	37	62	39	19	15	72	27	49	56	39	59	99	65	10	99	57	68	67	27	35	25	50	94	23	46	89	27	78	82	89	85	39	61	64	17	83	19	47	77	39	70	55	56	91	25	51	34	47	51	96	97	53	25	
72	56	92	64	46	77	99	41	44	97	85	19	22	19	81	82	80	44	41	0	32	18	12	21	74	74	18	62	94	63	63	100	62	15	34	44	33	31	83	99	34	22	14	68	62	69	58	41	93	90	17	25	87	53	97	18	64	21	49	20	46	22	70	48	71	33	53	61	81	27	31	24	67	64	54	18	12	41	81	93	47	94	34	32	47	82	22	63	63	83	71	56	84	69	60	44	78	27	21	60	62	73	65	34	80	
