35 15 1
0	36	26	23	62	83	13	58	55	96	78	60	91	66	86	24	29	75	21	18	34	10	47	12	74	95	31	26	38	90	69	23	72	45	45	
55	0	63	86	63	96	60	23	99	47	22	61	32	54	52	97	21	28	39	67	21	69	66	83	32	53	45	28	12	92	48	22	96	47	21	
90	18	0	16	43	33	22	81	51	41	51	83	94	69	29	71	92	32	88	52	56	64	84	78	52	96	67	49	85	72	73	99	96	87	36	
58	56	19	0	62	89	50	76	89	75	82	74	77	11	90	57	52	15	74	54	70	72	28	93	88	90	59	22	50	100	29	50	38	56	90	
50	52	83	43	0	100	23	67	66	10	10	80	76	39	48	72	71	28	86	74	85	18	17	79	67	29	29	17	45	96	96	45	34	72	35	
80	81	48	35	27	0	27	99	32	84	22	46	64	26	85	24	99	33	31	19	29	67	73	82	73	78	70	67	15	64	30	39	73	20	79	
57	60	63	39	73	23	0	54	88	84	60	77	38	22	58	38	63	57	49	33	43	45	50	53	45	35	17	43	33	71	71	56	76	75	95	
51	95	39	51	57	70	46	0	99	23	70	41	59	57	85	11	34	68	59	93	34	98	32	86	73	51	84	12	24	74	74	49	63	78	100	
73	35	78	25	10	55	17	24	0	81	77	49	10	63	57	16	59	45	29	45	67	69	74	59	35	84	43	72	38	10	19	57	80	30	15	
16	24	75	37	14	53	51	57	50	0	36	85	73	62	71	40	15	99	59	10	87	12	44	54	62	77	71	58	13	21	98	27	41	65	65	
21	60	96	42	86	98	33	32	48	83	0	32	79	73	51	33	70	20	29	20	59	10	26	64	49	17	72	44	86	21	98	12	17	54	80	
94	32	42	79	55	78	71	72	78	13	30	0	61	69	66	43	30	31	69	25	77	24	14	70	21	96	54	66	93	11	64	75	55	14	50	
57	80	15	50	98	52	39	50	77	28	25	43	0	97	33	16	21	57	24	57	19	86	43	48	39	74	62	89	79	86	73	45	95	65	42	
59	51	46	31	17	48	52	36	19	29	82	57	70	0	32	74	33	44	17	51	31	82	54	10	34	70	48	27	97	22	82	96	25	65	15	
41	36	56	85	85	76	39	82	67	14	13	23	79	15	0	94	30	28	18	73	74	55	33	74	44	28	31	49	52	88	98	50	13	57	12	
78	63	84	39	31	58	49	46	99	97	87	88	38	23	100	0	52	94	72	84	59	62	24	96	84	24	13	41	20	18	57	12	61	87	57	
71	77	73	12	27	71	41	16	22	93	30	44	63	25	12	72	0	74	17	63	94	94	49	56	85	93	64	75	57	54	24	98	62	34	58	
73	70	18	59	65	70	55	62	63	50	23	55	76	12	14	57	39	0	32	19	44	60	64	65	95	80	56	54	69	73	47	54	53	74	58	
35	65	35	74	58	95	31	47	64	81	93	72	84	57	30	23	91	32	0	10	95	35	88	35	96	56	21	47	73	49	19	79	19	50	41	
37	78	40	40	15	62	54	28	20	98	88	54	43	83	24	24	15	23	52	0	90	48	47	69	38	15	84	91	93	92	80	25	62	12	83	
57	88	35	89	63	45	83	57	95	48	62	78	90	40	27	77	75	90	16	74	0	42	18	24	47	18	71	61	83	89	80	67	91	89	54	
20	44	44	72	21	16	23	53	74	31	45	98	67	71	92	42	88	82	49	16	55	0	51	55	77	94	37	23	20	17	98	47	31	97	85	
28	21	27	40	62	50	63	49	43	44	64	49	23	70	100	73	46	87	84	82	44	10	0	68	68	68	82	44	42	45	40	73	23	36	70	
87	38	23	64	10	93	44	57	41	34	36	85	21	67	14	51	44	24	78	70	11	82	61	0	47	39	56	75	86	31	52	43	14	16	28	
61	85	48	86	36	26	42	95	63	43	52	67	95	46	14	50	64	78	88	21	19	70	85	62	0	99	11	93	27	98	57	35	75	63	86	
85	70	76	68	41	58	70	39	89	50	93	35	96	20	47	86	97	40	57	58	84	94	70	32	95	0	21	32	90	27	24	86	64	66	86	
71	45	89	70	20	10	71	67	51	62	12	41	87	43	70	62	15	77	35	50	26	18	91	100	64	13	0	54	61	91	49	72	28	53	34	
96	32	96	53	21	97	88	29	10	81	14	97	68	62	22	21	85	55	69	55	57	20	92	70	35	45	45	0	32	21	76	68	28	87	12	
19	27	42	80	75	70	62	41	24	36	25	30	71	46	90	62	41	49	73	85	82	87	35	34	25	58	16	100	0	21	24	48	80	29	49	
13	94	19	34	53	82	33	29	35	44	28	94	79	66	62	42	92	28	20	81	73	11	78	20	91	69	41	44	29	0	11	93	81	45	76	
85	89	21	41	95	42	42	17	62	80	86	54	84	68	49	42	41	35	93	66	77	24	80	32	65	87	38	65	21	44	0	33	21	28	78	
16	51	97	31	27	72	17	87	23	20	83	95	14	15	85	22	82	30	46	64	69	14	99	83	47	12	19	98	88	71	85	0	75	63	30	
30	10	50	47	94	12	56	44	88	82	65	40	66	69	68	33	12	99	28	68	60	44	20	50	22	63	59	54	90	17	42	19	0	86	93	
85	98	84	82	86	50	68	73	84	52	27	46	94	52	44	57	30	91	99	22	51	72	35	47	77	12	37	27	84	35	75	47	81	0	62	
67	82	10	67	41	52	54	58	38	88	22	46	45	87	15	51	79	36	97	100	100	77	41	82	28	64	59	32	28	62	56	78	65	100	0	
26	39	71	55	88	39	71	40	39	35	58	81	77	62	59	
39	26	55	26	50	31	64	16	47	41	24	57	45	23	45	
71	55	26	78	80	85	18	70	40	40	72	108	31	57	100	
55	26	78	26	39	23	89	15	73	66	9	31	60	26	24	
88	50	80	39	26	62	96	50	93	87	32	46	50	28	58	
39	31	85	23	62	26	92	16	68	62	30	42	74	44	21	
71	64	18	89	96	92	26	79	33	36	84	120	49	72	109	
40	16	70	15	50	16	79	26	60	53	18	44	58	29	30	
39	47	40	73	93	68	33	60	26	7	71	104	60	65	88	
35	41	40	66	87	62	36	53	7	26	64	97	56	59	81	
58	24	72	9	32	30	84	18	71	64	26	36	52	17	33	
81	57	108	31	46	42	120	44	104	97	36	26	85	51	24	
77	45	31	60	50	74	49	58	60	56	52	85	26	35	84	
62	23	57	26	28	44	72	29	65	59	17	51	35	26	50	
59	45	100	24	58	21	109	30	88	81	33	24	84	50	26	
4800		943		1121		2394		672		3844		3040		3408		1232		6192		2937		2400		667		1463		4550		
414		2898		4260		3402		6240		4512		4420		1584		455		2112		2706		1080		2000		4485		3264		
1342		1216		2640		1505		2904		476		4095		960		820		1326		2592		3965		5162		2320		4606		
990		2915		2180		3300		3840		2117		2478		2067		1455		4500		3906		1127		8184		5900		531		
1176		2610		675		3710		4071		5978		1938		1104		858		1190		4606		5312		1914		510		7050		
8160		2912		3605		1581		1666		4224		3248		2070		8216		8148		2343		975		5616		1710		850		
4536		2976		2025		80		832		780		2632		1610		5680		4161		390		1352		2379		468		2314		
650		897		4209		5700		8100		3360		1624		1125		286		550		1159		3738		4270		6014		2208		
1068		600		6390		4050		1116		3953		2200		2916		7476		7885		2331		3363		2080		2106		2640		
750		1288		3300		2210		6174		110		2997		663		5187		4386		992		3876		5848		1968		2294		
2852		1710		1824		864		2208		4860		1632		1672		1274		3510		2706		5168		585		600		1872		
2142		1450		768		4794		3102		648		950		2501		2673		484		1880		3116		1512		912		2769		
1188		1972		2816		702		3120		833		2655		2214		684		384		2597		5865		2067		490		6762		
1463		2166		10560		1312		1300		3861		2420		572		9991		7776		1140		133		2937		2695		608		
595		3186		7830		5655		7171		2760		6630		4692		4524		3871		2170		8700		3069		3388		2368		
3388		500		4345		1127		3060		1664		1254		416		4576		2475		1786		4914		1512		1206		4410		
1711		3995		1330		1296		8428		1975		8633		444		3876		2728		5292		1728		2730		4224		3640		
3660		459		2880		3600		3404		798		4590		656		5000		1564		2035		5256		1326		2090		4896		
1748		1375		7644		2240		5353		3956		6497		2346		1425		4876		2001		5015		4085		2541		5063		
806		2622		1920		3534		4437		3575		3150		528		1176		396		3658		9016		4697		4838		5925		
2754		1269		928		3577		1624		3990		1927		1470		1640		1295		3096		7584		1840		2760		792		
7938		644		3995		672		1148		561		6400		3906		1840		5074		384		1920		2552		1484		1980		
1786		2460		8835		2482		4599		132		3465		1260		5544		4026		2520		1632		1700		1344		1008		
664		1564		1998		2961		6528		2726		1136		2496		1672		630		3564		1936		2378		3381		2814		
6400		3913		3936		882		3854		2574		3959		1798		5340		1886		1456		880		5852		731		319		
1850		2790		396		2924		2136		7917		320		7007		3159		3880		2560		4060		2460		4950		5992		
3024		1680		8360		893		594		1581		10088		1525		8300		3542		1764		2075		3713		585		295		
1029		1612		7840		576		1316		915		7650		432		2627		6272		1584		2079		2600		1824		340		
5312		3816		6912		896		1820		624		4095		1026		7708		7832		3321		468		2208		1856		632		
5187		2340		6160		1960		1024		5600		8613		5472		7476		6720		2880		5246		2613		2291		3220		
2709		1104		2624		2597		4536		4368		2400		1404		1890		1325		4004		3920		1122		1872		690		
2829		144		3843		1278		3290		1848		4968		792		1925		3888		170		833		750		2162		1073		
6399		1353		2628		2387		324		2809		8188		3813		7644		2496		1794		3168		2340		1007		1456		
4816		4277		5695		4268		1470		6138		1932		1716		3910		6320		2880		4720		1836		1152		4422		
2448		308		4505		1020		4374		832		1220		1458		4400		629		1296		5246		3015		2565		2352		
