105 45 1
0	67	64	6	60	23	32	70	12	77	53	56	59	33	71	15	17	49	87	82	56	74	32	14	53	32	59	52	44	26	38	40	45	48	39	28	8	37	26	68	68	52	73	73	95	47	95	33	47	52	67	41	61	99	16	68	35	55	53	83	2	28	65	55	92	27	98	25	85	70	46	82	3	17	71	71	44	59	76	100	70	28	76	18	1	50	8	17	91	79	75	44	1	59	52	7	55	39	22	39	63	66	71	54	29	
82	0	69	32	1	11	53	78	23	6	8	17	73	30	6	48	46	52	45	16	29	84	70	58	69	34	6	99	55	1	86	3	38	49	58	74	68	54	4	13	98	19	36	62	61	13	56	96	36	84	98	26	26	43	82	90	25	77	70	46	27	67	12	21	12	55	1	18	60	44	9	69	38	84	13	98	3	9	50	77	94	26	36	77	50	75	68	69	76	4	24	23	57	66	62	38	23	24	66	17	75	16	5	67	13	
95	49	0	92	2	60	73	50	6	45	52	78	7	45	98	47	33	45	75	21	18	38	94	97	26	8	13	53	17	52	11	85	37	43	33	72	58	88	76	84	70	39	94	61	37	54	46	41	25	9	43	48	29	11	22	81	53	67	87	25	72	27	39	9	46	24	80	50	1	27	67	43	19	97	14	80	95	18	61	7	35	30	51	83	84	73	33	81	64	5	5	16	77	7	52	93	23	21	9	70	71	50	27	72	38	
21	24	44	0	87	98	45	4	53	4	76	60	83	33	24	54	44	41	99	97	86	87	32	15	100	64	47	94	70	82	55	58	16	95	83	16	5	35	12	10	52	3	57	86	52	68	74	70	3	20	68	35	7	15	93	23	39	59	17	3	70	77	72	8	59	93	93	44	51	84	92	61	73	52	50	17	98	58	28	54	70	67	10	55	62	67	50	58	59	45	16	51	74	4	6	53	33	4	25	11	39	56	60	62	94	
78	52	49	66	0	41	49	48	72	54	28	61	29	71	54	94	24	42	60	79	93	69	83	53	24	15	90	26	66	1	94	28	86	28	96	51	13	42	71	44	11	77	10	45	35	30	76	34	34	6	58	49	21	12	98	87	50	37	81	17	16	6	15	47	39	89	43	42	66	31	7	82	90	92	91	78	18	58	4	81	53	87	28	87	59	39	82	53	94	43	58	75	89	34	19	75	72	88	8	72	88	36	9	17	42	
10	68	57	82	88	0	64	90	88	49	12	38	39	69	13	8	15	48	71	24	40	98	63	69	91	37	86	80	43	8	50	49	46	50	75	94	31	15	12	9	98	41	24	97	84	20	13	20	34	58	45	59	44	37	39	61	43	15	68	100	70	41	85	82	80	38	1	48	64	65	65	80	38	36	39	34	70	15	30	67	86	32	15	61	1	93	39	52	35	27	30	84	13	64	5	46	38	16	76	67	2	80	57	29	42	
33	52	72	85	24	47	0	6	8	21	57	84	43	84	30	19	36	94	59	37	47	63	95	41	6	45	60	75	87	14	11	67	84	59	66	99	2	93	20	97	53	28	72	60	84	84	66	74	65	35	54	67	33	87	45	92	28	96	12	42	84	97	34	53	54	82	93	67	25	95	60	13	25	89	20	17	84	61	63	84	68	40	88	67	12	1	68	63	46	58	4	36	86	38	67	58	6	75	28	45	18	10	90	100	60	
4	70	49	57	90	44	69	0	49	28	95	25	96	48	13	97	86	22	1	79	6	97	65	58	14	13	83	51	66	51	53	12	91	67	28	39	40	84	25	13	73	65	21	85	3	11	19	37	78	72	67	59	36	16	30	17	23	68	41	89	58	35	44	70	84	80	85	29	27	17	54	8	100	76	13	17	43	78	22	44	4	93	11	27	49	80	26	22	29	39	21	93	77	62	58	36	91	20	12	80	70	2	75	12	90	
66	35	39	22	34	2	92	79	0	73	84	88	13	35	95	37	36	9	58	78	85	50	82	65	44	36	35	29	92	63	75	16	78	26	62	86	32	61	13	38	14	27	13	21	76	8	46	97	24	20	69	9	86	16	13	81	95	5	7	83	15	81	23	40	60	66	6	99	82	42	4	11	98	87	68	84	24	72	59	23	23	1	45	41	94	3	52	38	86	80	61	34	63	66	65	26	3	99	21	65	57	38	13	45	14	
59	55	49	89	9	37	11	30	85	0	83	98	82	80	84	45	65	70	82	47	20	41	94	47	38	52	23	90	99	14	46	69	28	41	74	4	31	20	82	28	72	41	79	73	58	64	80	1	63	35	48	50	53	32	86	14	40	39	85	6	46	77	30	97	100	100	75	35	80	20	61	55	26	21	58	52	75	61	99	80	56	15	11	53	25	58	34	68	7	85	88	34	15	75	67	41	59	56	50	62	93	62	26	4	63	
