36

0	0	0	2	1	7	9	0	4	75	7	12	22	7	1	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	4	16	0	8	0	0	16	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	4	16	20	0	0	0	0	20	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	29	5	18	47	23	2	4	0	48	0	4	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	29	0	18	12	25	0	0	4	0	25	0	3	0	0	0	0	18	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0	4	5	18	0	4	2	0	1	23	2	19	0	0	0	0	0	2	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9	4	16	18	12	4	0	0	14	72	7	8	39	8	40	8	0	8	4	7	0	0	0	0	0	0	0	28	8	0	0	0	0	0	0	0
0	16	20	47	25	2	0	0	10	71	2	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	7	8	0	0	0	0	0	0	0	0
4	0	0	23	0	0	14	10	0	14	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	8	0	2	0	1	72	71	14	0	11	1	17	0	1	0	0	17	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	0	0	4	4	23	7	2	0	11	0	316	33	8	1	0	0	0	8	34	0	0	6	0	0	0	10	0	0	6	0	0	0	0	0	0
12	0	0	0	0	2	8	0	0	1	316	0	157	25	4	0	0	1	0	0	0	0	0	0	22	0	1	0	0	0	0	0	0	0	0	0
22	16	20	48	25	19	39	0	18	17	33	157	0	11	6	0	0	6	0	5	8	3	10	0	0	0	9	11	2	0	0	1	0	0	0	0
7	0	0	0	0	0	8	0	0	0	8	25	11	0	3	0	0	1	1	21	0	1	0	2	0	0	5	0	0	3	2	5	5	4	0	0
1	0	0	4	3	0	40	0	0	1	1	4	6	3	0	19	0	2	2	12	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0	0
0	0	0	0	0	0	8	0	0	0	0	0	0	0	19	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	6	0	0	0	0	8	41	0	17	0	1	6	1	2	6	40	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	2	4	0	0	0	8	0	0	1	2	0	0	0	0	13	9	0	7	0	0	0	0	27	16	3	0	20	0	4	0	0
23	4	4	25	18	19	7	0	0	15	34	0	5	21	12	1	0	26	13	0	11	4	36	0	0	0	16	18	9	10	1	28	6	2	0	0
0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	9	11	0	36	6	0	8	0	2	0	0	0	0	0	0	0	0	0
0	0	0	0	3	0	0	0	0	0	0	0	3	1	0	0	0	0	0	4	36	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	6	0	10	0	0	0	0	0	7	36	6	0	0	0	0	12	9	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	26	0	5	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	8	0	0	26	0	35	2	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	35	0	4	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	7	0	0	10	1	9	5	0	0	0	0	0	16	2	4	9	5	2	4	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	28	8	0	0	0	0	11	0	7	0	0	0	27	18	0	0	0	0	0	0	0	0	10	22	4	6	4	12	0	0
0	0	0	0	0	0	8	0	0	0	0	0	2	0	3	0	0	0	16	9	0	0	0	0	0	0	0	10	0	19	12	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	6	0	0	3	0	0	0	0	3	10	0	0	0	0	0	0	0	22	19	0	19	4	5	8	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	4	12	19	0	0	3	13	0	0
0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	20	28	0	0	0	0	0	0	0	6	0	4	0	0	18	24	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	6	0	0	0	0	0	0	0	4	0	5	3	18	0	20	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	2	0	0	0	0	0	0	0	12	0	8	13	24	20	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

0.00 1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 1.00 1.41 2.24 3.16 4.12 5.10 6.08 7.07 8.06 2.00 2.24 2.83 3.61 4.47 5.39 6.32 7.28 8.25 3.00 3.16 3.61 4.24 5.00 5.83 6.71 7.62 8.54 
1.00 0.00 1.00 2.00 3.00 4.00 5.00 6.00 7.00 1.41 1.00 1.41 2.24 3.16 4.12 5.10 6.08 7.07 2.24 2.00 2.24 2.83 3.61 4.47 5.39 6.32 7.28 3.16 3.00 3.16 3.61 4.24 5.00 5.83 6.71 7.62 
2.00 1.00 0.00 1.00 2.00 3.00 4.00 5.00 6.00 2.24 1.41 1.00 1.41 2.24 3.16 4.12 5.10 6.08 2.83 2.24 2.00 2.24 2.83 3.61 4.47 5.39 6.32 3.61 3.16 3.00 3.16 3.61 4.24 5.00 5.83 6.71 
3.00 2.00 1.00 0.00 1.00 2.00 3.00 4.00 5.00 3.16 2.24 1.41 1.00 1.41 2.24 3.16 4.12 5.10 3.61 2.83 2.24 2.00 2.24 2.83 3.61 4.47 5.39 4.24 3.61 3.16 3.00 3.16 3.61 4.24 5.00 5.83 
4.00 3.00 2.00 1.00 0.00 1.00 2.00 3.00 4.00 4.12 3.16 2.24 1.41 1.00 1.41 2.24 3.16 4.12 4.47 3.61 2.83 2.24 2.00 2.24 2.83 3.61 4.47 5.00 4.24 3.61 3.16 3.00 3.16 3.61 4.24 5.00 
5.00 4.00 3.00 2.00 1.00 0.00 1.00 2.00 3.00 5.10 4.12 3.16 2.24 1.41 1.00 1.41 2.24 3.16 5.39 4.47 3.61 2.83 2.24 2.00 2.24 2.83 3.61 5.83 5.00 4.24 3.61 3.16 3.00 3.16 3.61 4.24 
6.00 5.00 4.00 3.00 2.00 1.00 0.00 1.00 2.00 6.08 5.10 4.12 3.16 2.24 1.41 1.00 1.41 2.24 6.32 5.39 4.47 3.61 2.83 2.24 2.00 2.24 2.83 6.71 5.83 5.00 4.24 3.61 3.16 3.00 3.16 3.61 
7.00 6.00 5.00 4.00 3.00 2.00 1.00 0.00 1.00 7.07 6.08 5.10 4.12 3.16 2.24 1.41 1.00 1.41 7.28 6.32 5.39 4.47 3.61 2.83 2.24 2.00 2.24 7.62 6.71 5.83 5.00 4.24 3.61 3.16 3.00 3.16 
8.00 7.00 6.00 5.00 4.00 3.00 2.00 1.00 0.00 8.06 7.07 6.08 5.10 4.12 3.16 2.24 1.41 1.00 8.25 7.28 6.32 5.39 4.47 3.61 2.83 2.24 2.00 8.54 7.62 6.71 5.83 5.00 4.24 3.61 3.16 3.00 
1.00 1.41 2.24 3.16 4.12 5.10 6.08 7.07 8.06 0.00 1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 1.00 1.41 2.24 3.16 4.12 5.10 6.08 7.07 8.06 2.00 2.24 2.83 3.61 4.47 5.39 6.32 7.28 8.25 
1.41 1.00 1.41 2.24 3.16 4.12 5.10 6.08 7.07 1.00 0.00 1.00 2.00 3.00 4.00 5.00 6.00 7.00 1.41 1.00 1.41 2.24 3.16 4.12 5.10 6.08 7.07 2.24 2.00 2.24 2.83 3.61 4.47 5.39 6.32 7.28 
2.24 1.41 1.00 1.41 2.24 3.16 4.12 5.10 6.08 2.00 1.00 0.00 1.00 2.00 3.00 4.00 5.00 6.00 2.24 1.41 1.00 1.41 2.24 3.16 4.12 5.10 6.08 2.83 2.24 2.00 2.24 2.83 3.61 4.47 5.39 6.32 
3.16 2.24 1.41 1.00 1.41 2.24 3.16 4.12 5.10 3.00 2.00 1.00 0.00 1.00 2.00 3.00 4.00 5.00 3.16 2.24 1.41 1.00 1.41 2.24 3.16 4.12 5.10 3.61 2.83 2.24 2.00 2.24 2.83 3.61 4.47 5.39 
4.12 3.16 2.24 1.41 1.00 1.41 2.24 3.16 4.12 4.00 3.00 2.00 1.00 0.00 1.00 2.00 3.00 4.00 4.12 3.16 2.24 1.41 1.00 1.41 2.24 3.16 4.12 4.47 3.61 2.83 2.24 2.00 2.24 2.83 3.61 4.47 
5.10 4.12 3.16 2.24 1.41 1.00 1.41 2.24 3.16 5.00 4.00 3.00 2.00 1.00 0.00 1.00 2.00 3.00 5.10 4.12 3.16 2.24 1.41 1.00 1.41 2.24 3.16 5.39 4.47 3.61 2.83 2.24 2.00 2.24 2.83 3.61 
6.08 5.10 4.12 3.16 2.24 1.41 1.00 1.41 2.24 6.00 5.00 4.00 3.00 2.00 1.00 0.00 1.00 2.00 6.08 5.10 4.12 3.16 2.24 1.41 1.00 1.41 2.24 6.32 5.39 4.47 3.61 2.83 2.24 2.00 2.24 2.83 
7.07 6.08 5.10 4.12 3.16 2.24 1.41 1.00 1.41 7.00 6.00 5.00 4.00 3.00 2.00 1.00 0.00 1.00 7.07 6.08 5.10 4.12 3.16 2.24 1.41 1.00 1.41 7.28 6.32 5.39 4.47 3.61 2.83 2.24 2.00 2.24 
8.06 7.07 6.08 5.10 4.12 3.16 2.24 1.41 1.00 8.00 7.00 6.00 5.00 4.00 3.00 2.00 1.00 0.00 8.06 7.07 6.08 5.10 4.12 3.16 2.24 1.41 1.00 8.25 7.28 6.32 5.39 4.47 3.61 2.83 2.24 2.00 
2.00 2.24 2.83 3.61 4.47 5.39 6.32 7.28 8.25 1.00 1.41 2.24 3.16 4.12 5.10 6.08 7.07 8.06 0.00 1.00 2.00 3.00 4.00 5.00 6.00 7.00 8.00 1.00 1.41 2.24 3.16 4.12 5.10 6.08 7.07 8.06 
2.24 2.00 2.24 2.83 3.61 4.47 5.39 6.32 7.28 1.41 1.00 1.41 2.24 3.16 4.12 5.10 6.08 7.07 1.00 0.00 1.00 2.00 3.00 4.00 5.00 6.00 7.00 1.41 1.00 1.41 2.24 3.16 4.12 5.10 6.08 7.07 
2.83 2.24 2.00 2.24 2.83 3.61 4.47 5.39 6.32 2.24 1.41 1.00 1.41 2.24 3.16 4.12 5.10 6.08 2.00 1.00 0.00 1.00 2.00 3.00 4.00 5.00 6.00 2.24 1.41 1.00 1.41 2.24 3.16 4.12 5.10 6.08 
3.61 2.83 2.24 2.00 2.24 2.83 3.61 4.47 5.39 3.16 2.24 1.41 1.00 1.41 2.24 3.16 4.12 5.10 3.00 2.00 1.00 0.00 1.00 2.00 3.00 4.00 5.00 3.16 2.24 1.41 1.00 1.41 2.24 3.16 4.12 5.10 
4.47 3.61 2.83 2.24 2.00 2.24 2.83 3.61 4.47 4.12 3.16 2.24 1.41 1.00 1.41 2.24 3.16 4.12 4.00 3.00 2.00 1.00 0.00 1.00 2.00 3.00 4.00 4.12 3.16 2.24 1.41 1.00 1.41 2.24 3.16 4.12 
5.39 4.47 3.61 2.83 2.24 2.00 2.24 2.83 3.61 5.10 4.12 3.16 2.24 1.41 1.00 1.41 2.24 3.16 5.00 4.00 3.00 2.00 1.00 0.00 1.00 2.00 3.00 5.10 4.12 3.16 2.24 1.41 1.00 1.41 2.24 3.16 
